study_id,MAT,MAP (mm),_Whole-day,Facility,Facility-1,Experimental duration (month),Other treatments,Expeimental type,Latitude,Plant part-1,Plant part-2,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit,Response ratio,Variance of response ratio,species,PFT-1,PFT-2,PFT-3,PFT-4
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0.01,0.01,0,0,5,5,g/leaf,-0.19,0,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.08,0.12,0.01,0.02,5,5,g/shoot,0.37,0.01,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0.1,0.08,0.01,0.01,5,5,g/leaf,-0.14,0.01,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.17,0.17,0.02,0.02,5,5,g/shoot,-0.01,0.01,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0.01,0.03,0,0,5,5,g/leaf,1.02,0.01,Salix pulchra,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.15,0.28,0.03,0.04,5,5,g/shoot,0.64,0.01,Salix pulchra,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0.01,0.01,0,0,5,5,g/leaf,-0.05,0.02,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0.07,0.07,0,0.01,5,5,g/leaf,0.05,0.01,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0.03,0.03,0,0.01,5,5,g/leaf,-0.05,0.03,Salix pulchra,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.08,0.13,0.01,0.02,5,5,g/shoot,0.41,0.01,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.11,0.14,0.01,0.03,5,5,g/shoot,0.22,0.01,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.16,0.15,0.02,0.04,5,5,g/shoot,-0.08,0.02,Salix pulchra,seed plant,woody,shrub,deciduous-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0,0,0,0,5,5,g/leaf,0.22,0.01,Empetrum nigrum,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.01,0.02,0,0,5,5,g/shoot,0.28,0.01,Empetrum nigrum,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0,0,0,0,5,5,g/leaf,0.31,0.01,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.05,0.06,0.01,0.01,5,5,g/shoot,0.14,0.01,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0,0,0,0,5,5,g/leaf,-0.18,0,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.03,0.03,0,0,5,5,g/shoot,-0.08,0,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0,0,0,0,5,5,g/leaf,-0.18,0.03,Empetrum nigrum,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0,0,0,0,5,5,g/leaf,0.27,0.01,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0,0,0,0,5,5,g/leaf,0.1,0.01,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.01,0.02,0,0,5,5,g/shoot,0.28,0.01,Empetrum nigrum,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.04,0.05,0,0.01,5,5,g/shoot,0.42,0,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.02,0.02,0,0,5,5,g/shoot,0.06,0.01,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,leaf,0.12,0.1,0.01,0.04,5,5,g/leaf,-0.25,0.04,Polygonum bistorta,seed plant,herbaceous,forb,non-leguminous
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.63,aboveground,shoot,0.23,0.14,0.04,0.04,5,5,g/shoot,-0.47,0.02,Polygonum bistorta,seed plant,herbaceous,forb,non-leguminous
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,leaf,0.11,0.09,0.01,0.01,5,5,g/leaf,-0.24,0.01,Polygonum bistorta,seed plant,herbaceous,forb,non-leguminous
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.63,aboveground,shoot,0.18,0.1,0.06,0.02,5,5,g/shoot,-0.59,0.03,Polygonum bistorta,seed plant,herbaceous,forb,non-leguminous
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.45,aboveground,shoot,0.13,0.15,0.01,0.05,5,5,g/shoot,0.16,0.02,Carex aquatilis,seed plant,herbaceous,grass,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.45,aboveground,shoot,0.07,0.11,0.02,0.02,5,5,g/shoot,0.38,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,F,field,68.45,aboveground,shoot,0,0,0,0,5,5,g/shoot,-0.06,0.04,Aulacomnium (moss),spore plant,,,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.45,aboveground,shoot,0.2,0.22,0.03,0.03,5,5,g/shoot,0.09,0.01,Carex aquatilis,seed plant,herbaceous,grass,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.45,aboveground,shoot,0.16,0.12,0.03,0.02,5,5,g/shoot,-0.27,0.01,Carex aquatilis,seed plant,herbaceous,grass,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.45,aboveground,shoot,0.5,0.31,0.05,0.05,5,5,g/shoot,-0.49,0.01,Eriophorum angustifolium,seed plant,herbaceous,grass,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.45,aboveground,shoot,0.08,0.06,0.01,0.01,5,5,g/shoot,-0.28,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Chapin & Shaver 1985,-7,320,5,Greenhouse,Greenhouse,26,,field,68.45,aboveground,shoot,0,0,0,0,5,5,g/shoot,-0.24,0.02,Aulacomnium (moss),spore plant,,,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,250,306,74,78,4,4,g/m2,0.2,0.04,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,F,field,68.63,aboveground,,694,744,186,184,4,4,g/m2,0.07,0.03,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,49,38,28,20,4,4,g/m2,-0.25,0.15,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,F,field,68.63,aboveground,,78,15,40,8,4,4,g/m2,-1.65,0.14,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,159,125,64,16,4,4,g/m2,-0.24,0.04,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,,field,68.63,aboveground,,267,274,134,110,4,4,g/m2,0.03,0.1,Betula nana,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,24,25,20,10,4,4,g/m2,0.04,0.21,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,,field,68.63,aboveground,,14,33,8,24,4,4,g/m2,0.86,0.21,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,170,155,60,54,4,4,g/m2,-0.09,0.06,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,F,field,68.63,aboveground,,118,47,66,28,4,4,g/m2,-0.92,0.17,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,102,112,26,54,4,4,g/m2,0.09,0.07,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,F,field,68.63,aboveground,,41,3,26,4,4,4,g/m2,-2.62,0.55,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,176,133,44,86,4,4,g/m2,-0.28,0.12,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,,field,68.63,aboveground,,185,271,62,62,4,4,g/m2,0.38,0.04,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,136,159,34,32,4,4,g/m2,0.16,0.03,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,,field,68.63,aboveground,,129,160,30,46,4,4,g/m2,0.22,0.03,Vaccinium vitis idaea,seed plant,woody,shrub,evergreen-shrub
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,77,62,34,30,4,4,g/m2,-0.22,0.11,Carex bigelowii,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,F,field,68.63,aboveground,,28,12,32,10,4,4,g/m2,-0.85,0.5,Carex bigelowii,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,188,97,96,38,4,4,g/m2,-0.66,0.1,Eriopgorum vaginatum,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,F,field,68.63,aboveground,,66,5,48,8,4,4,g/m2,-2.58,0.77,Eriopgorum vaginatum,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,86,30,42,14,4,4,g/m2,-1.05,0.11,Aulacomnium spp.,spore plant,,,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,39,15,32,10,4,4,g/m2,-0.96,0.28,Hylocomium spp.,spore plant,,,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,187,100,100,88,4,4,g/m2,-0.63,0.27,Sphagnum spp.,spore plant,,,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,43,40,22,36,4,4,g/m2,-0.07,0.27,Carex bigelowii,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,,field,68.63,aboveground,,54,22,30,16,4,4,g/m2,-0.9,0.21,Carex bigelowii,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,99,,field,68.63,aboveground,,51,101,24,68,4,4,g/m2,0.68,0.17,Eriopgorum vaginatum,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,145,177,68,128,4,4,g/m2,0.2,0.19,Eriophorum vaginatum,seed plant,herbaceous,grass,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,42,57,30,38,4,4,g/m2,0.31,0.24,Aulacomnium spp.,spore plant,,,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,38,24,22,28,4,4,g/m2,-0.46,0.42,Hylocomium spp.,spore plant,,,
Chapin et al. 1995,-7,320,3.5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,133,163,66,32,4,4,g/m2,0.2,0.07,Sphagnum spp.,spore plant,,,
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,drought,pot,,aboveground,,610,670,1,1,5,5,g/m2,0.09,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,drought,pot,,aboveground,reproductive,19,24,1,1,5,5,g/m2,0.23,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,drought+CO2,pot,,aboveground,,580,880,1,15,5,5,g/m2,0.42,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,drought+CO2,pot,,aboveground,reproductive,40,54,1,0.7,5,5,g/m2,0.3,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,water,pot,,aboveground,,1200,1130,1,1,5,5,g/m2,-0.06,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,water,pot,,aboveground,reproductive,293,128,1,1,5,5,g/m2,-0.83,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,water+CO2,pot,,aboveground,,1440,1630,1,18,5,5,g/m2,0.12,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Clifford et al. 2000,,,4,Environment-controlled-chamber,Chamber,4,water+CO2,pot,,aboveground,reproductive,308,258,1,4.1,5,5,g/m2,-0.18,0,Arachis hypogaea cv.Kadiri-3,seed plant,herbaceous,forb,leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.3,CO2,pot,,total,,15.52,14.79,4.08,5.12,5,5,g,-0.05,0.04,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.6,CO2,pot,,total,,16.04,19.38,5.36,2.33,5,5,g,0.19,0.03,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2,CO2,pot,,total,,9.06,9.79,3.03,2.33,5,5,g,0.08,0.03,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2,CO2,pot,,total,,16.04,20.1,2.33,3.73,5,5,g,0.23,0.01,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2.3,CO2,pot,,total,,14.9,9.69,4.54,4.43,5,5,g,-0.43,0.06,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.3,CO2,pot,,total,,12.71,10.1,2.45,2.56,5,5,g,-0.23,0.02,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.6,CO2,pot,,total,,15.83,12.29,3.49,3.96,5,5,g,-0.25,0.03,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2,CO2,pot,,total,,18.54,12.29,4.66,2.68,5,5,g,-0.41,0.02,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2.3,CO2,pot,,total,,9.17,7.08,3.14,1.86,5,5,g,-0.26,0.04,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2.3,CO2,pot,,total,,19.9,11.98,2.21,2.33,5,5,g,-0.51,0.01,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.3,,pot,,total,,8.13,8.44,1.28,1.63,5,5,g,0.04,0.01,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.3,,pot,,total,,15.52,19.58,1.63,4.19,5,5,g,0.23,0.01,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.6,,pot,,total,,11.04,7.29,2.33,4.19,5,5,g,-0.41,0.08,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2,,pot,,total,,12.29,15.73,2.91,3.73,5,5,g,0.25,0.02,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2.3,,pot,,total,,14.58,17.19,2.1,2.68,5,5,g,0.16,0.01,Abutilon theophrasti,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.3,,pot,,total,,14.27,15.31,2.21,2.21,5,5,g,0.07,0.01,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.6,,pot,,total,,6.77,7.6,2.68,2.33,5,5,g,0.12,0.05,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,1.6,,pot,,total,,14.48,16.77,2.68,2.56,5,5,g,0.15,0.01,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2,,pot,,total,,10.1,12.08,2.21,1.4,5,5,g,0.18,0.01,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Coleman & Bazzaz 1992,,,10.5,Environment-controlled-chamber,Chamber,2.3,,pot,,total,,13.54,14.69,2.68,2.1,5,5,g,0.08,0.01,Amaranthus retroflexus,seed plant,herbaceous,forb,non-leguminous
Cowling & Sage 1998,,,10,Greenhouse,Greenhouse,1,,pot,,aboveground,leaf,34.5,30.8,2.24,3.58,20,20,g/m2,-0.11,0,Phaseolus vulgaris cv.Black Turtle,seed plant,herbaceous,forb,leguminous
Cowling & Sage 1998,,,10,Greenhouse,Greenhouse,1,,pot,,total,,4.32,2.77,1.19,1.08,15,15,g,-0.44,0.02,Phaseolus vulgaris cv.Black Turtle,seed plant,herbaceous,forb,leguminous
Day et al. 2005,,,2.2,Light-bulb,Free-air,3.5,,pot,,belowground,root,5.44,4.98,1.37,1.08,6,6,g/(g*yr),-0.09,0.02,Pinus banksiana,seed plant,woody,tree,evergreen-tree
Day et al. 2005,,,2.2,Light-bulb,Free-air,3.5,,pot,,belowground,root,3.69,3.52,1,0.75,6,6,g/(g*yr),-0.05,0.02,Pinus rigida,seed plant,woody,tree,evergreen-tree
Day et al. 2005,,,2.2,Light-bulb,Free-air,3.5,,pot,,aboveground,shoot,7.96,6.27,1.56,1.08,6,6,g/(g*yr),-0.24,0.01,Pinus banksiana,seed plant,woody,tree,evergreen-tree
Day et al. 2005,,,2.2,Light-bulb,Free-air,3.5,,pot,,aboveground,shoot,4.94,5.31,1.32,1.87,6,6,g/(g*yr),0.07,0.03,Pinus rigida,seed plant,woody,tree,evergreen-tree
Day et al. 2005,,,2.2,Light-bulb,Free-air,3.5,,pot,,total,,13.37,11.24,2.21,2.02,6,6,g/(g*yr),-0.17,0.01,Pinus banksiana,seed plant,woody,tree,evergreen-tree
Day et al. 2005,,,2.2,Light-bulb,Free-air,3.5,,pot,,total,,8.73,8.96,2.21,2.41,6,6,g/(g*yr),0.03,0.02,Pinus rigida,seed plant,woody,tree,evergreen-tree
Day et al. 2008,-1.7,750,0.2,Greenhouse,Greenhouse,42,,field,-64.78,aboveground,shoot,252.76,372.93,157.23,170.35,10,10,g/m2,0.39,0.06,Colobanthus quitensis ,seed plant,herbaceous,forb,non-leguminous
Day et al. 2008,-1.7,750,1.3,Greenhouse,Greenhouse,42,,field,-64.78,aboveground,shoot,252.76,401.93,157.23,209.66,10,10,g/m2,0.46,0.07,Colobanthus quitensis ,seed plant,herbaceous,forb,non-leguminous
Day et al. 2008,-1.7,750,0.2,Greenhouse,Greenhouse,42,,field,-64.78,aboveground,shoot,410.22,464.09,170.35,275.18,10,10,g/m2,0.12,0.05,Deschampsia antarctica,seed plant,herbaceous,grass,
Day et al. 2008,-1.7,750,1.3,Greenhouse,Greenhouse,42,,field,-64.78,aboveground,shoot,410.22,546.96,170.35,288.27,10,10,g/m2,0.29,0.05,Deschampsia antarctica,seed plant,herbaceous,grass,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,water,field,-64.77,aboveground,,90.91,159.85,52.7,95.83,10,10,g/m2,0.56,0.07,Colobanthus quitensis,seed plant,herbaceous,forb,non-leguminous
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,,field,-64.77,aboveground,,90.15,126.52,55.1,52.7,10,10,g/m2,0.34,0.05,Colobanthus quitensis,seed plant,herbaceous,forb,non-leguminous
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,water,field,-64.77,aboveground,,127.27,151.52,98.22,88.64,10,10,g/m2,0.17,0.09,Deschampsia antarctica,seed plant,herbaceous,grass,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,water,field,-64.77,aboveground,,125,88.64,117.39,74.27,10,10,g/m2,-0.34,0.16,Sanionia uncinata,spore plant,,,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,3,water,field,-64.77,aboveground,,342.64,396.9,240.24,333.39,10,10,g/m2,0.15,0.12,,,,,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,water,field,-64.77,aboveground,,333.33,537.98,186.3,308.87,10,10,g/m2,0.48,0.06,,,,,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,,field,-64.77,aboveground,,107.58,106.82,59.89,71.87,10,10,g/m2,-0.01,0.08,Deschampsia antarctica,seed plant,herbaceous,grass,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,,field,-64.77,aboveground,,60.61,24.24,59.89,52.7,10,10,g/m2,-0.92,0.57,Sanionia uncinata,spore plant,,,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,3,,field,-64.77,aboveground,,257.36,257.36,88.25,215.72,10,10,g/m2,0,0.08,,,,,
Day et al. 2009,-1.7,750,0.8,IR-heat,Free-air,15,,field,-64.77,aboveground,,223.26,303.88,93.15,186.3,10,10,g/m2,0.31,0.06,,,,,
De Boeck et al. 2007,,,2.7,Environment-controlled-chamber,Chamber,24,,pot,,aboveground,,579.14,485.51,282.14,263.71,36,36,g/(m2*yr),-0.18,0.01,,seed plant,herbaceous,,
De Boeck et al. 2007,,,2.7,Environment-controlled-chamber,Chamber,24,,pot,,aboveground,,665.84,547.93,223.76,175.74,32,32,g/(m2*yr),-0.19,0.01,,seed plant,herbaceous,,
De Boeck et al. 2007,,,2.7,Environment-controlled-chamber,Chamber,24,,pot,,aboveground,,627.7,499.38,186.52,118.69,22,22,g/(m2*yr),-0.23,0.01,,seed plant,herbaceous,,
De Boeck et al. 2007,,,2.7,Environment-controlled-chamber,Chamber,24,,pot,,belowground,,530.59,457.77,298.32,296.25,9,9,g/(m2*yr),-0.15,0.08,,seed plant,herbaceous,,
De Boeck et al. 2007,,,2.7,Environment-controlled-chamber,Chamber,24,,pot,,belowground,,530.59,443.9,229.69,179.97,9,9,g/(m2*yr),-0.18,0.04,,seed plant,herbaceous,,
De Boeck et al. 2007,,,2.7,Environment-controlled-chamber,Chamber,24,,pot,,belowground,,814.96,485.51,354.25,174.29,6,6,g/(m2*yr),-0.52,0.05,,seed plant,herbaceous,,
De Boeck et al. 2008,,,3,Environment-controlled-chamber,Chamber,5,,pot  ,,aboveground,,39.53,31.4,12.12,11.16,20,20,g/(community*yr),-0.23,0.01,,seed plant,herbaceous,,
De Boeck et al. 2008,,,3,Environment-controlled-chamber,Chamber,11,,pot  ,,aboveground,,68.6,45.35,19.14,18.42,22,22,g/(community*yr),-0.41,0.01,,seed plant,herbaceous,,
De Boeck et al. 2008,,,3,Environment-controlled-chamber,Chamber,17,,pot  ,,aboveground,,55.81,37.21,46.25,18.99,24,24,g/(community*yr),-0.41,0.04,,seed plant,herbaceous,,
De Boeck et al. 2008,,,3,Environment-controlled-chamber,Chamber,24,,pot  ,,aboveground,,63.95,46.51,49.34,29.8,23,23,g/(community*yr),-0.32,0.04,,seed plant,herbaceous,,
De Boeck et al. 2008,,,3,Environment-controlled-chamber,Chamber,29,,pot  ,,aboveground,,59.3,47.67,50.55,41.38,27,27,g/(community*yr),-0.22,0.05,,seed plant,herbaceous,,
