Species,study_id,style,Control Day T (mean),Control Night T (mean),Control Whole-day T (mean),Increased Day T (mean),Increased Night T (mean),Increased Whole-day T (mean),DDay T,DNight T,DWhole-day T,T Position,Facility,Exposed time,Other Treatment,pot or field,Latitude,Longitude,Elevation(m),mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,27,21,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,8.6188,9.8343,0.3213,0.3213,4,4,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,24,18,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,8.6188,9.7238,1.033,0.8434,4,4,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,21,15,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,8.6188,9.0608,0.4418,0.5623,4,4,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,30,24,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,9.8343,12.5967,0.3213,0.3213,4,4,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,27,21,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,9.8343,8.2873,0.3615,0.3615,4,4,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,24,18,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,9.8343,11.4917,1.5249,1.2049,4,4,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,21,15,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,9.8343,9.6133,0.8362,0.6828,4,4,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,10.0853,7.4313,1.0084,1.1023,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,13.8009,14.4645,1.0084,1.2533,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.3318,10.8815,1.2325,1.6866,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,9.0237,9.9526,0.0134,0.0805,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,10.8815,9.6872,0.0134,0.076,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,10.6161,10.7488,3.8344,9.9693,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,2.7867,6.5024,3.8344,13.0368,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,5.9716,8.0948,5.3681,8.4356,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,20.9668,19.6398,5.3681,6.9018,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,24.5498,24.2844,0.2649,0.5298,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,23.6209,24.1517,0.5298,0.7947,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,20.8341,26.2749,0.3974,0.6623,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.9953,18.9763,1.457,0.5298,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,5.9716,10.8815,0.5298,0.9272,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,18.5311,12.2034,0.6623,0.5298,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,18.1921,18.3051,0.2649,1.0596,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.3503,16.6102,1.8543,1.7219,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,13.1073,16.3842,0.5298,0.6623,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,24.7458,26.1017,1.5894,0.5298,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,32.9944,19.322,0.3431,0.0858,3,3,μmol m-2 s-1
Potentilla acaulis,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.0113,14.5763,0.3431,0.2573,3,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,19.2,*,*,*,*,*,3.5,air,*,2years,*,pot,*,*,*,4.2435,7.8609,0.8148,0.7719,3,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,19.2,*,*,*,*,*,3.5,air,*,2years,*,pot,*,*,*,6.8174,10.2957,0.2573,0.0858,3,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,16.18,*,*,*,*,*,3.5,air,*,3years,*,pot,*,*,*,9.0435,12.0348,0.1286,0.0858,2,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,19.2,*,*,*,*,*,3.5,air,*,2years,CO2,pot,*,*,*,5.4957,11.3391,0.4288,0.4288,3,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,19.2,*,*,*,*,*,3.5,air,*,2years,CO2,pot,*,*,*,8.7652,11.687,0.1715,0.1715,3,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,19.2,*,*,*,*,*,3.5,air,*,2years,CO2,pot,*,*,*,10.713,12.5913,0.0858,0.9005,3,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,16.18,*,*,*,*,*,3.5,air,*,3years,CO2,pot,*,*,*,7.8609,13.7043,0.3002,0.1715,2,3,μmol m-2 s-1
Psuedotsuga menziesii,Lewis 2001,day/night,*,*,16.18,*,*,*,*,*,3.5,air,*,3years,CO2,pot,*,*,*,8.487,13.8435,0.3431,0.0858,2,3,μmol m-2 s-1
Quercus rubra,Gunderson 2010,day/night,*,*,14.7,16.6,*,*,*,*,1.9,air,open top chamber,*,*,field,35°54′N,84°20′W,230,7.98,8.74,0.0429,0.1715,6,6,μmol m-2 s-1
Quercus rubra,Gunderson 2010,day/night,*,*,14.7,18.2,*,*,*,*,3.5,air,open top chamber,*,*,field,35°54′N,84°20′W,230,7.98,9.53,0.0858,0.1286,6,6,μmol m-2 s-1
Rumex acetosa,Gielen 2007,day/night,*,*,9.6,*,*,*,*,*,3,air,climate-control chamber,2years,*,pot,51°09′,04°24′E,*,15.0562,13.1461,0,0,3,3,μmol m-2 s-1
Salix matsudana,He 2003,day/night,*,*,6,*,*,*,*,*,0.5,air,greenhouse,3months,*,field,110°15′N,39°34′E,1247,12.02,9.11,0.1427,0.111,5,5,μmol m-2 s-1
Salix matsudana,He 2003,day/night,*,*,6,*,*,*,*,*,1,air,greenhouse,3months,*,field,110°15′N,39°34′E,1247,12.02,8.34,0.1903,0.1585,5,5,μmol m-2 s-1
Silene dioica,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,246.9325,342.0245,0.1427,0.111,4,4,nmol g-1 s-1
Silene dioica,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,246.9325,265.3374,0.1427,0.2695,4,4,nmol g-1 s-1
Silene uniflora,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,173.3129,167.1779,0.1903,0.111,4,4,nmol g-1 s-1
Silene uniflora,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,173.3129,190.184,0.1427,0.0951,4,4,nmol g-1 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,1days,*,field,41°4′N,83°35′W,187,10.3311,6.0927,0.1427,0.0951,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,2days,*,field,41°4′N,83°35′W,187,10.8609,7.1523,0.1903,0.0476,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,3days,*,field,41°4′N,83°35′W,187,19.6026,18.5449,0.1585,0.2378,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,4days,*,field,41°4′N,83°35′W,187,14.8344,10.596,0.1585,0.2378,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,5days,*,field,41°4′N,83°35′W,187,12.4503,7.4172,0.1427,0.0793,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,1days,N,field,41°4′N,83°35′W,187,13.245,8.2119,0.1585,0.0793,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,2days,N,field,41°4′N,83°35′W,187,11.3907,9.0066,0.1105,0.5525,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,3days,N,field,41°4′N,83°35′W,187,21.457,18.0132,0.9392,0.6077,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,4days,N,field,41°4′N,83°35′W,187,14.3046,11.3907,2.0442,0.8287,4,4,μmol m-2 s-1
Solidago canadensis,Wang 2008,day,*,*,*,40.5,*,*,10,*,*,air,open top chamber and electric heater,5days,N,field,41°4′N,83°35′W,187,15.1017,10.0662,0.8287,0.5525,4,4,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,14.1807,12.605,1.3812,1.105,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,13.6555,13.0252,1.2707,0.221,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,14.8109,13.3403,0.2762,0.7182,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,6.8277,5.9874,1.2155,0.9945,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,2.9412,2.416,0.4972,0.221,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,13.7605,17.1218,1.2707,1.768,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,17.0168,21.7437,3.2044,4.5857,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,17.6471,22.7941,2.0442,2.0995,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,15.8613,16.5966,1.6022,1.7127,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,12.5,11.2395,0.7735,0.663,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,8.9286,6.5126,0.1307,0.1307,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,6.0924,4.0966,1.6994,1.6994,6,6,μmol m-2 s-1
Sorghastrum nutans,Zhou 2007,day/night,*,,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34°58′54″N,97°31′14″W,374,0,0,0.2614,0.7843,6,6,μmol m-2 s-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,7.2233,7.2233,0.5229,1.6994,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,6.1359,5.9029,0.6536,0.7843,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,4.7767,5.5922,0.3922,0.5229,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,7.2233,10.0194,1.2418,0.8497,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,6.1359,7.8835,0.7784,1.8164,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,4.7767,7.068,0.3495,0.233,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,7.2233,8.3883,0.3495,0.233,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,2 years,*,field,42°02′N,116°17′E,1324,6.1359,7.1068,0.466,0.1165,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day,*,*,18.9,*,*,*,1.04,0.61,0.82,soil at 10cm,infrared indiator,3 years,*,field,42°02′N,116°17′E,1324,6.0194,6.4078,0.3883,0.5825,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,night,*,*,18.9,*,*,*,1.03,0.87,0.95,soil at 10cm,infrared indiator,3 years,*,field,42°02′N,116°17′E,1324,6.0194,6.9515,0.3883,0.5825,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,3 years,*,field,42°02′N,116°17′E,1324,4.7767,6.3301,0.3495,0.1942,6,6,g C m-2 d-1
Stipa krylovii,Wan 2009,day/night,*,*,18.9,*,*,*,*,*,*,air,infrared indiator,3 years,*,field,42°02′N,116°17′E,1324,6.0194,5.9029,0.3883,0.1942,6,6,g C m-2 d-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,7.9426,9.8565,0.1914,0.9569,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,12.7273,15.9809,1.6268,1.0526,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,15.311,21.244,3.5407,1.4354,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,12.2488,10.2392,1.4354,0.9569,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.5455,12.1531,2.3923,1.9139,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,10.4306,12.2488,2.201,0.3828,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,4.7847,4.0191,0.4785,1.244,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,9.0909,7.8469,2.1053,1.7225,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,11.7703,12.1531,0.8612,0.3828,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.7368,13.11,2.201,3.0622,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,13.0144,12.823,5.5502,7.9426,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,15.2153,16.1722,3.5407,3.6364,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,12.5359,15.5981,2.7751,2.9665,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,3.6364,4.7847,1.3397,1.1483,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,14.0377,15.8491,0.2264,0.2264,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,16.7547,16.7547,2.9434,2.9434,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,16.0755,19.1321,0.4528,1.3585,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,16.9811,21.283,0.9057,2.9434,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,19.3585,31.8113,1.1321,1.3585,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,27.8491,31.1321,0.6792,0.9057,3,3,μmol m-2 s-1
Stipa krylovii,Niu 2008,day/night,*,*,18.9,*,*,*,*,*,1.04,soil at 10cm,infrared indiator,3 months,*,pot,42°02′N,116°17′E,1324,12.2264,14.717,2.1509,1.4717,3,3,μmol m-2 s-1
Trifolium repens,Gielen 2007,day/night,*,*,9.6,*,*,*,*,*,3,air,climate-control chamber,2 years,*,pot,51°09′,04°24′E,*,17.3034,15.5056,1.3483,3.1461,3,3,μmol m-2 s-1
